2025-03-19 15:07:07 - INFO - train data: 13259
2025-03-19 15:07:07 - INFO - train unqiue data: 13259
2025-03-19 15:07:07 - INFO - valid data: 1474
2025-03-19 15:07:07 - INFO - valid unqiue data: 1474
<<<<<<< HEAD
2025-03-19 15:11:51 - INFO - epoch-0, train_mse_loss-0.0003479, train_kl_loss-0.0044632, train_diff_loss-0.9132875, val_mse_loss-0.0003595, val_kl_loss-0.0024560, val_diff_loss-0.8034748
2025-03-19 15:16:11 - INFO - epoch-1, train_mse_loss-0.0003367, train_kl_loss-0.0048396, train_diff_loss-0.7155250, val_mse_loss-0.0003538, val_kl_loss-0.0072918, val_diff_loss-0.6370381
2025-03-19 15:20:31 - INFO - epoch-2, train_mse_loss-0.0003343, train_kl_loss-0.0098572, train_diff_loss-0.5734073, val_mse_loss-0.0003354, val_kl_loss-0.0135856, val_diff_loss-0.5115591
2025-03-19 15:20:52 - INFO - Saved new best model at epoch 2 with validation loss 0.5254801
2025-03-19 15:25:11 - INFO - epoch-3, train_mse_loss-0.0003347, train_kl_loss-0.0169559, train_diff_loss-0.4774548, val_mse_loss-0.0003663, val_kl_loss-0.0200118, val_diff_loss-0.4531033
2025-03-19 15:25:22 - INFO - Saved new best model at epoch 3 with validation loss 0.4734814
2025-03-19 15:29:43 - INFO - epoch-4, train_mse_loss-0.0003341, train_kl_loss-0.0241574, train_diff_loss-0.4165933, val_mse_loss-0.0005577, val_kl_loss-0.0287344, val_diff_loss-0.3957013
2025-03-19 15:29:50 - INFO - Saved new best model at epoch 4 with validation loss 0.4249934
2025-03-19 15:34:10 - INFO - epoch-5, train_mse_loss-0.0003333, train_kl_loss-0.0312141, train_diff_loss-0.3836147, val_mse_loss-0.0003540, val_kl_loss-0.0364246, val_diff_loss-0.3839225
2025-03-19 15:34:17 - INFO - Saved new best model at epoch 5 with validation loss 0.4207011
2025-03-19 15:38:37 - INFO - epoch-6, train_mse_loss-0.0003325, train_kl_loss-0.0370540, train_diff_loss-0.3671319, val_mse_loss-0.0006773, val_kl_loss-0.0351225, val_diff_loss-0.3789832
2025-03-19 15:38:44 - INFO - Saved new best model at epoch 6 with validation loss 0.4147831
2025-03-19 15:43:04 - INFO - epoch-7, train_mse_loss-0.0003310, train_kl_loss-0.0379696, train_diff_loss-0.3550392, val_mse_loss-0.0004957, val_kl_loss-0.0414407, val_diff_loss-0.3511747
2025-03-19 15:43:12 - INFO - Saved new best model at epoch 7 with validation loss 0.3931112
2025-03-19 15:47:32 - INFO - epoch-8, train_mse_loss-0.0003304, train_kl_loss-0.0400451, train_diff_loss-0.3472095, val_mse_loss-0.0009307, val_kl_loss-0.0380740, val_diff_loss-0.3527066
2025-03-19 15:47:39 - INFO - Saved new best model at epoch 8 with validation loss 0.3917113
2025-03-19 15:51:59 - INFO - epoch-9, train_mse_loss-0.0003303, train_kl_loss-0.0407995, train_diff_loss-0.3392437, val_mse_loss-0.0008137, val_kl_loss-0.0396051, val_diff_loss-0.3632887
2025-03-19 15:56:19 - INFO - epoch-10, train_mse_loss-0.0003297, train_kl_loss-0.0427092, train_diff_loss-0.3438924, val_mse_loss-0.0011415, val_kl_loss-0.0455393, val_diff_loss-0.3523145
2025-03-19 16:00:39 - INFO - epoch-11, train_mse_loss-0.0003294, train_kl_loss-0.0417315, train_diff_loss-0.3356522, val_mse_loss-0.0007704, val_kl_loss-0.0432208, val_diff_loss-0.3276600
2025-03-19 16:00:46 - INFO - Saved new best model at epoch 11 with validation loss 0.3716511
2025-03-19 16:05:07 - INFO - epoch-12, train_mse_loss-0.0003285, train_kl_loss-0.0426982, train_diff_loss-0.3373737, val_mse_loss-0.0006803, val_kl_loss-0.0446431, val_diff_loss-0.3421491
2025-03-19 16:09:26 - INFO - epoch-13, train_mse_loss-0.0003280, train_kl_loss-0.0415521, train_diff_loss-0.3279136, val_mse_loss-0.0003397, val_kl_loss-0.0416700, val_diff_loss-0.3351386
2025-03-19 16:13:47 - INFO - epoch-14, train_mse_loss-0.0003275, train_kl_loss-0.0434493, train_diff_loss-0.3328116, val_mse_loss-0.0003956, val_kl_loss-0.0411885, val_diff_loss-0.3125532
2025-03-19 16:13:55 - INFO - Saved new best model at epoch 14 with validation loss 0.3541374
2025-03-19 16:18:15 - INFO - epoch-15, train_mse_loss-0.0003272, train_kl_loss-0.0420683, train_diff_loss-0.3223002, val_mse_loss-0.0004315, val_kl_loss-0.0432856, val_diff_loss-0.3117481
2025-03-19 16:22:36 - INFO - epoch-16, train_mse_loss-0.0003267, train_kl_loss-0.0428238, train_diff_loss-0.3242574, val_mse_loss-0.0003439, val_kl_loss-0.0423251, val_diff_loss-0.3225790
