2025-01-06 16:12:53 - INFO - /proj/berzelius-2022-haloi/users/x_elima/CryoLigate_GIGN_Unet/train_example_berzilius.py
2025-01-06 16:12:53 - INFO - train data: 16027
2025-01-06 16:12:53 - INFO - train unqiue data: 16027
2025-01-06 16:12:53 - INFO - valid data: 1781
2025-01-06 16:12:53 - INFO - valid unqiue data: 1781
2025-01-06 16:19:53 - INFO - epoch-0, train_loss-0.0007049, val_loss-0.0006763
2025-01-06 16:26:48 - INFO - epoch-1, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 16:33:44 - INFO - epoch-2, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 16:33:46 - INFO - Saved new best model at epoch 2 with validation loss 0.0006763
2025-01-06 16:40:41 - INFO - epoch-3, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 16:47:37 - INFO - epoch-4, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 16:54:32 - INFO - epoch-5, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 17:01:27 - INFO - epoch-6, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 17:08:24 - INFO - epoch-7, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 17:15:20 - INFO - epoch-8, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 17:22:17 - INFO - epoch-9, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 17:29:13 - INFO - epoch-10, train_loss-0.0006745, val_loss-0.0006764
2025-01-06 17:36:09 - INFO - epoch-11, train_loss-0.0006745, val_loss-0.0006766
2025-01-06 17:43:04 - INFO - epoch-12, train_loss-0.0007125, val_loss-0.0006763
2025-01-06 17:49:59 - INFO - epoch-13, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 17:56:53 - INFO - epoch-14, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:03:48 - INFO - epoch-15, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:10:45 - INFO - epoch-16, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:17:41 - INFO - epoch-17, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:24:37 - INFO - epoch-18, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:31:31 - INFO - epoch-19, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:38:25 - INFO - epoch-20, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:45:20 - INFO - epoch-21, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:52:15 - INFO - epoch-22, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 18:59:09 - INFO - epoch-23, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:06:03 - INFO - epoch-24, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:12:57 - INFO - epoch-25, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:19:53 - INFO - epoch-26, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:26:47 - INFO - epoch-27, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:33:44 - INFO - epoch-28, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:40:37 - INFO - epoch-29, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:47:32 - INFO - epoch-30, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 19:54:25 - INFO - epoch-31, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:01:20 - INFO - epoch-32, train_loss-0.0006749, val_loss-0.0006763
2025-01-06 20:08:14 - INFO - epoch-33, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:15:08 - INFO - epoch-34, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:22:01 - INFO - epoch-35, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:28:55 - INFO - epoch-36, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:35:49 - INFO - epoch-37, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:42:43 - INFO - epoch-38, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:49:36 - INFO - epoch-39, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 20:56:31 - INFO - epoch-40, train_loss-0.0006745, val_loss-0.0006763
2025-01-06 21:03:24 - INFO - epoch-41, train_loss-0.0006302, val_loss-0.0006679
2025-01-06 21:03:27 - INFO - Saved new best model at epoch 41 with validation loss 0.0006679
2025-01-06 21:10:21 - INFO - epoch-42, train_loss-0.0004264, val_loss-0.0005717
2025-01-06 21:10:23 - INFO - Saved new best model at epoch 42 with validation loss 0.0005717
2025-01-06 21:17:17 - INFO - epoch-43, train_loss-0.0004191, val_loss-0.0006152
2025-01-06 21:24:11 - INFO - epoch-44, train_loss-0.0004173, val_loss-0.0006094
2025-01-06 21:31:06 - INFO - epoch-45, train_loss-0.0004166, val_loss-0.0006123
2025-01-06 21:38:00 - INFO - epoch-46, train_loss-0.0004157, val_loss-0.0006079
2025-01-06 21:44:57 - INFO - epoch-47, train_loss-0.0004150, val_loss-0.0006067
2025-01-06 21:51:51 - INFO - epoch-48, train_loss-0.0004144, val_loss-0.0006007
2025-01-06 21:58:45 - INFO - epoch-49, train_loss-0.0004139, val_loss-0.0005985
2025-01-06 22:05:41 - INFO - epoch-50, train_loss-0.0004137, val_loss-0.0006049
2025-01-06 22:12:36 - INFO - epoch-51, train_loss-0.0004133, val_loss-0.0006055
2025-01-06 22:19:30 - INFO - epoch-52, train_loss-0.0004130, val_loss-0.0006040
2025-01-06 22:26:26 - INFO - epoch-53, train_loss-0.0004128, val_loss-0.0006014
2025-01-06 22:33:20 - INFO - epoch-54, train_loss-0.0004125, val_loss-0.0005959
2025-01-06 22:40:14 - INFO - epoch-55, train_loss-0.0004122, val_loss-0.0005834
2025-01-06 22:47:09 - INFO - epoch-56, train_loss-0.0004122, val_loss-0.0005814
2025-01-06 22:54:03 - INFO - epoch-57, train_loss-0.0004120, val_loss-0.0005880
