2025-03-19 14:31:47 - INFO - train data: 13259
2025-03-19 14:31:47 - INFO - train unqiue data: 13259
2025-03-19 14:31:47 - INFO - valid data: 1474
2025-03-19 14:31:47 - INFO - valid unqiue data: 1474
2025-03-19 14:36:14 - INFO - epoch-0, train_mse_loss-0.0005166, train_kl_loss-0.0030950, train_diff_loss-0.9220398, val_mse_loss-0.0189259, val_kl_loss-0.0013097, val_diff_loss-0.8209270
2025-03-19 14:40:33 - INFO - epoch-1, train_mse_loss-0.0003370, train_kl_loss-0.0017072, train_diff_loss-0.7570186, val_mse_loss-0.0050248, val_kl_loss-0.0018962, val_diff_loss-0.6954936
2025-03-19 14:44:51 - INFO - epoch-2, train_mse_loss-0.0003346, train_kl_loss-0.0024974, train_diff_loss-0.6481684, val_mse_loss-0.0006473, val_kl_loss-0.0026748, val_diff_loss-0.5952661
2025-03-19 14:44:59 - INFO - Saved new best model at epoch 2 with validation loss 0.5985882
2025-03-19 14:49:17 - INFO - epoch-3, train_mse_loss-0.0003342, train_kl_loss-0.0033173, train_diff_loss-0.5666299, val_mse_loss-0.0008365, val_kl_loss-0.0030019, val_diff_loss-0.5204832
2025-03-19 14:49:24 - INFO - Saved new best model at epoch 3 with validation loss 0.5243216
2025-03-19 14:53:43 - INFO - epoch-4, train_mse_loss-0.0003380, train_kl_loss-0.0044154, train_diff_loss-0.5104332, val_mse_loss-0.0007064, val_kl_loss-0.0055219, val_diff_loss-0.5007686
2025-03-19 14:53:51 - INFO - Saved new best model at epoch 4 with validation loss 0.5069969
2025-03-19 14:58:08 - INFO - epoch-5, train_mse_loss-0.0003366, train_kl_loss-0.0053134, train_diff_loss-0.4698052, val_mse_loss-0.0008354, val_kl_loss-0.0061419, val_diff_loss-0.4497710
2025-03-19 14:58:16 - INFO - Saved new best model at epoch 5 with validation loss 0.4567483
2025-03-19 15:02:34 - INFO - epoch-6, train_mse_loss-0.0003357, train_kl_loss-0.0061687, train_diff_loss-0.4429683, val_mse_loss-0.0004687, val_kl_loss-0.0063717, val_diff_loss-0.4401543
2025-03-19 15:02:42 - INFO - Saved new best model at epoch 6 with validation loss 0.4469948
2025-03-19 15:07:02 - INFO - epoch-7, train_mse_loss-0.0003343, train_kl_loss-0.0068362, train_diff_loss-0.4297169, val_mse_loss-0.0004380, val_kl_loss-0.0059996, val_diff_loss-0.4314729
2025-03-19 15:07:10 - INFO - Saved new best model at epoch 7 with validation loss 0.4379105
<<<<<<< HEAD
2025-03-19 15:11:28 - INFO - epoch-8, train_mse_loss-0.0003400, train_kl_loss-0.0070695, train_diff_loss-0.4153559, val_mse_loss-0.0004137, val_kl_loss-0.0064817, val_diff_loss-0.4228621
2025-03-19 15:11:36 - INFO - Saved new best model at epoch 8 with validation loss 0.4297574
2025-03-19 15:15:54 - INFO - epoch-9, train_mse_loss-0.0003319, train_kl_loss-0.0072869, train_diff_loss-0.4081653, val_mse_loss-0.0004425, val_kl_loss-0.0078456, val_diff_loss-0.4133706
2025-03-19 15:16:02 - INFO - Saved new best model at epoch 9 with validation loss 0.4216588
2025-03-19 15:20:20 - INFO - epoch-10, train_mse_loss-0.0003315, train_kl_loss-0.0080127, train_diff_loss-0.4154017, val_mse_loss-0.0010412, val_kl_loss-0.0083816, val_diff_loss-0.4053922
2025-03-19 15:20:28 - INFO - Saved new best model at epoch 10 with validation loss 0.4148151
2025-03-19 15:24:46 - INFO - epoch-11, train_mse_loss-0.0003310, train_kl_loss-0.0075602, train_diff_loss-0.4048318, val_mse_loss-0.0003607, val_kl_loss-0.0085057, val_diff_loss-0.4077797
2025-03-19 15:29:05 - INFO - epoch-12, train_mse_loss-0.0003304, train_kl_loss-0.0079424, train_diff_loss-0.4089161, val_mse_loss-0.0003695, val_kl_loss-0.0088249, val_diff_loss-0.4013924
2025-03-19 15:29:13 - INFO - Saved new best model at epoch 12 with validation loss 0.4105867
2025-03-19 15:33:31 - INFO - epoch-13, train_mse_loss-0.0003300, train_kl_loss-0.0078672, train_diff_loss-0.4048414, val_mse_loss-0.0005155, val_kl_loss-0.0080905, val_diff_loss-0.3969058
2025-03-19 15:33:39 - INFO - Saved new best model at epoch 13 with validation loss 0.4055118
2025-03-19 15:37:58 - INFO - epoch-14, train_mse_loss-0.0003296, train_kl_loss-0.0077107, train_diff_loss-0.4016576, val_mse_loss-0.0005124, val_kl_loss-0.0081228, val_diff_loss-0.4039827
2025-03-19 15:42:17 - INFO - epoch-15, train_mse_loss-0.0003293, train_kl_loss-0.0080079, train_diff_loss-0.4030753, val_mse_loss-0.0005532, val_kl_loss-0.0076463, val_diff_loss-0.3850935
2025-03-19 15:42:25 - INFO - Saved new best model at epoch 15 with validation loss 0.3932930
2025-03-19 15:46:50 - INFO - epoch-16, train_mse_loss-0.0003289, train_kl_loss-0.0079459, train_diff_loss-0.4026575, val_mse_loss-0.0005632, val_kl_loss-0.0079201, val_diff_loss-0.4054546
2025-03-19 15:51:10 - INFO - epoch-17, train_mse_loss-0.0003283, train_kl_loss-0.0078991, train_diff_loss-0.3996836, val_mse_loss-0.0005622, val_kl_loss-0.0083743, val_diff_loss-0.4043080
