2025-01-03 17:02:01 - INFO - /proj/berzelius-2022-haloi/users/x_elima/CryoLigate_GIGN_Unet/train_example_berzilius.py
2025-01-03 17:02:01 - INFO - train data: 16027
2025-01-03 17:02:01 - INFO - train unqiue data: 16027
2025-01-03 17:02:01 - INFO - valid data: 1781
2025-01-03 17:02:01 - INFO - valid unqiue data: 1781
2025-01-03 17:09:26 - INFO - epoch-0, train_loss-0.0007674, val_loss-0.0015404
2025-01-03 17:09:28 - INFO - Saved model at epoch 0
2025-01-03 17:16:20 - INFO - epoch-1, train_loss-0.0006753, val_loss-0.0013307
2025-01-03 17:23:14 - INFO - epoch-2, train_loss-0.0006754, val_loss-0.0019005
2025-01-03 17:30:07 - INFO - epoch-3, train_loss-0.0006756, val_loss-0.0030905
2025-01-03 17:36:59 - INFO - epoch-4, train_loss-0.0006755, val_loss-0.0044389
2025-01-03 17:43:51 - INFO - epoch-5, train_loss-0.0006756, val_loss-0.0067102
2025-01-03 17:50:44 - INFO - epoch-6, train_loss-0.0006754, val_loss-0.0150610
2025-01-03 17:57:34 - INFO - epoch-7, train_loss-0.0006784, val_loss-0.0006662
2025-01-03 18:04:25 - INFO - epoch-8, train_loss-0.0006757, val_loss-0.0006662
2025-01-03 18:11:18 - INFO - epoch-9, train_loss-0.0006754, val_loss-0.0006662
2025-01-03 18:18:10 - INFO - epoch-10, train_loss-0.0006758, val_loss-0.0006662
2025-01-03 18:18:12 - INFO - Saved model at epoch 10
2025-01-03 18:25:02 - INFO - epoch-11, train_loss-0.0006755, val_loss-0.0006662
2025-01-03 18:31:52 - INFO - epoch-12, train_loss-0.0006756, val_loss-0.0006662
2025-01-03 18:38:42 - INFO - epoch-13, train_loss-0.0006754, val_loss-0.0006662
2025-01-03 18:45:32 - INFO - epoch-14, train_loss-0.0006754, val_loss-0.0006662
2025-01-03 18:52:22 - INFO - epoch-15, train_loss-0.0006753, val_loss-0.0006662
2025-01-03 18:59:11 - INFO - epoch-16, train_loss-0.0006754, val_loss-0.0006662
2025-01-03 19:06:01 - INFO - epoch-17, train_loss-0.0006754, val_loss-0.0006662
2025-01-03 19:12:51 - INFO - epoch-18, train_loss-0.0006756, val_loss-0.0006661
