2025-03-19 14:28:15 - INFO - train data: 13259
2025-03-19 14:28:15 - INFO - train unqiue data: 13259
2025-03-19 14:28:15 - INFO - valid data: 1474
2025-03-19 14:28:15 - INFO - valid unqiue data: 1474
2025-03-19 14:33:09 - INFO - epoch-0, train_mse_loss-0.0004426, train_kl_loss-0.0016850, val_mse_loss-0.0015393, val_kl_loss-0.0000473
2025-03-19 14:37:29 - INFO - epoch-1, train_mse_loss-0.0003451, train_kl_loss-0.0000179, val_mse_loss-0.0007869, val_kl_loss-0.0000061
2025-03-19 14:41:49 - INFO - epoch-2, train_mse_loss-0.0003347, train_kl_loss-0.0000024, val_mse_loss-0.0009763, val_kl_loss-0.0000008
2025-03-19 14:41:58 - INFO - Saved new best model at epoch 2 with validation loss 0.0009771
2025-03-19 14:46:19 - INFO - epoch-3, train_mse_loss-0.0003389, train_kl_loss-0.0000003, val_mse_loss-0.0011673, val_kl_loss-0.0000000
2025-03-19 14:50:39 - INFO - epoch-4, train_mse_loss-0.0003393, train_kl_loss-0.0000000, val_mse_loss-0.0005822, val_kl_loss-0.0000000
2025-03-19 14:50:47 - INFO - Saved new best model at epoch 4 with validation loss 0.0005822
2025-03-19 14:55:06 - INFO - epoch-5, train_mse_loss-0.0003329, train_kl_loss-0.0000000, val_mse_loss-0.0007124, val_kl_loss-0.0000000
2025-03-19 14:59:26 - INFO - epoch-6, train_mse_loss-0.0003344, train_kl_loss--0.0000000, val_mse_loss-0.0007752, val_kl_loss--0.0000000
2025-03-19 15:03:45 - INFO - epoch-7, train_mse_loss-0.0003334, train_kl_loss--0.0000000, val_mse_loss-0.0011165, val_kl_loss--0.0000000
2025-03-19 15:08:05 - INFO - epoch-8, train_mse_loss-0.0003325, train_kl_loss--0.0000000, val_mse_loss-0.0004144, val_kl_loss--0.0000000
2025-03-19 15:08:13 - INFO - Saved new best model at epoch 8 with validation loss 0.0004144
<<<<<<< HEAD
2025-03-19 15:12:31 - INFO - epoch-9, train_mse_loss-0.0003330, train_kl_loss--0.0000000, val_mse_loss-0.0004581, val_kl_loss-0.0000000
2025-03-19 15:16:49 - INFO - epoch-10, train_mse_loss-0.0003322, train_kl_loss-0.0000000, val_mse_loss-0.0003518, val_kl_loss-0.0000000
2025-03-19 15:16:57 - INFO - Saved new best model at epoch 10 with validation loss 0.0003518
2025-03-19 15:21:15 - INFO - epoch-11, train_mse_loss-0.0003305, train_kl_loss-0.0000000, val_mse_loss-0.0003443, val_kl_loss-0.0000000
2025-03-19 15:21:22 - INFO - Saved new best model at epoch 11 with validation loss 0.0003443
2025-03-19 15:25:40 - INFO - epoch-12, train_mse_loss-0.0003303, train_kl_loss-0.0000000, val_mse_loss-0.0003826, val_kl_loss-0.0000000
2025-03-19 15:29:58 - INFO - epoch-13, train_mse_loss-0.0003297, train_kl_loss-0.0000000, val_mse_loss-0.0004719, val_kl_loss-0.0000000
2025-03-19 15:34:16 - INFO - epoch-14, train_mse_loss-0.0003291, train_kl_loss-0.0000000, val_mse_loss-0.0005131, val_kl_loss-0.0000000
2025-03-19 15:38:34 - INFO - epoch-15, train_mse_loss-0.0003285, train_kl_loss-0.0000000, val_mse_loss-0.0005330, val_kl_loss-0.0000000
2025-03-19 15:42:53 - INFO - epoch-16, train_mse_loss-0.0003277, train_kl_loss-0.0000000, val_mse_loss-0.0005401, val_kl_loss-0.0000000
2025-03-19 15:47:10 - INFO - epoch-17, train_mse_loss-0.0003272, train_kl_loss-0.0000000, val_mse_loss-0.0005407, val_kl_loss-0.0000000
2025-03-19 15:51:28 - INFO - epoch-18, train_mse_loss-0.0003269, train_kl_loss-0.0000000, val_mse_loss-0.0005310, val_kl_loss-0.0000000
2025-03-19 15:55:45 - INFO - epoch-19, train_mse_loss-0.0003267, train_kl_loss-0.0000000, val_mse_loss-0.0005161, val_kl_loss-0.0000000
2025-03-19 16:00:03 - INFO - epoch-20, train_mse_loss-0.0003266, train_kl_loss-0.0000000, val_mse_loss-0.0005012, val_kl_loss-0.0000000
2025-03-19 16:04:21 - INFO - epoch-21, train_mse_loss-0.0003264, train_kl_loss-0.0000000, val_mse_loss-0.0004769, val_kl_loss-0.0000000
2025-03-19 16:08:39 - INFO - epoch-22, train_mse_loss-0.0003263, train_kl_loss-0.0000000, val_mse_loss-0.0004509, val_kl_loss-0.0000000
2025-03-19 16:12:57 - INFO - epoch-23, train_mse_loss-0.0003261, train_kl_loss-0.0000000, val_mse_loss-0.0004167, val_kl_loss-0.0000000
2025-03-19 16:17:15 - INFO - epoch-24, train_mse_loss-0.0003259, train_kl_loss-0.0000000, val_mse_loss-0.0003900, val_kl_loss-0.0000000
2025-03-19 16:21:34 - INFO - epoch-25, train_mse_loss-0.0003260, train_kl_loss-0.0000000, val_mse_loss-0.0003687, val_kl_loss-0.0000000
2025-03-19 16:25:52 - INFO - epoch-26, train_mse_loss-0.0003255, train_kl_loss-0.0000000, val_mse_loss-0.0003569, val_kl_loss-0.0000000
2025-03-19 16:30:10 - INFO - epoch-27, train_mse_loss-0.0003251, train_kl_loss-0.0000000, val_mse_loss-0.0003499, val_kl_loss-0.0000000
2025-03-19 16:34:28 - INFO - epoch-28, train_mse_loss-0.0003246, train_kl_loss-0.0000000, val_mse_loss-0.0003385, val_kl_loss-0.0000000
2025-03-19 16:34:36 - INFO - Saved new best model at epoch 28 with validation loss 0.0003385
2025-03-19 16:38:54 - INFO - epoch-29, train_mse_loss-0.0003242, train_kl_loss-0.0000000, val_mse_loss-0.0003261, val_kl_loss-0.0000000
2025-03-19 16:39:02 - INFO - Saved new best model at epoch 29 with validation loss 0.0003261
2025-03-19 16:43:21 - INFO - epoch-30, train_mse_loss-0.0003241, train_kl_loss-0.0000000, val_mse_loss-0.0003236, val_kl_loss-0.0000000
2025-03-19 16:43:29 - INFO - Saved new best model at epoch 30 with validation loss 0.0003236
2025-03-19 16:47:47 - INFO - epoch-31, train_mse_loss-0.0003239, train_kl_loss-0.0000000, val_mse_loss-0.0003251, val_kl_loss-0.0000000
2025-03-19 16:52:04 - INFO - epoch-32, train_mse_loss-0.0003238, train_kl_loss-0.0000000, val_mse_loss-0.0003404, val_kl_loss-0.0000000
2025-03-19 16:56:23 - INFO - epoch-33, train_mse_loss-0.0003237, train_kl_loss-0.0000000, val_mse_loss-0.0003753, val_kl_loss-0.0000000
2025-03-19 17:00:42 - INFO - epoch-34, train_mse_loss-0.0003236, train_kl_loss-0.0000000, val_mse_loss-0.0004114, val_kl_loss-0.0000000
2025-03-19 17:05:00 - INFO - epoch-35, train_mse_loss-0.0003235, train_kl_loss-0.0000000, val_mse_loss-0.0004494, val_kl_loss-0.0000000
2025-03-19 17:09:18 - INFO - epoch-36, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0004862, val_kl_loss-0.0000000
2025-03-19 17:13:36 - INFO - epoch-37, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0004853, val_kl_loss-0.0000000
2025-03-19 17:17:54 - INFO - epoch-38, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0004799, val_kl_loss-0.0000000
2025-03-19 17:22:12 - INFO - epoch-39, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0004945, val_kl_loss-0.0000000
2025-03-19 17:26:33 - INFO - epoch-40, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0005041, val_kl_loss-0.0000000
2025-03-19 17:30:52 - INFO - epoch-41, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004888, val_kl_loss-0.0000000
2025-03-19 17:35:10 - INFO - epoch-42, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004953, val_kl_loss-0.0000000
2025-03-19 17:39:28 - INFO - epoch-43, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004874, val_kl_loss-0.0000000
2025-03-19 17:43:46 - INFO - epoch-44, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004966, val_kl_loss-0.0000000
2025-03-19 17:48:05 - INFO - epoch-45, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0005066, val_kl_loss-0.0000000
2025-03-19 17:52:25 - INFO - epoch-46, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0005055, val_kl_loss-0.0000000
2025-03-19 17:56:43 - INFO - epoch-47, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0005042, val_kl_loss-0.0000000
2025-03-19 18:01:02 - INFO - epoch-48, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0005003, val_kl_loss-0.0000000
2025-03-19 18:05:24 - INFO - epoch-49, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004984, val_kl_loss-0.0000000
2025-03-19 18:09:45 - INFO - epoch-50, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004960, val_kl_loss-0.0000000
2025-03-19 18:14:05 - INFO - epoch-51, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0004959, val_kl_loss-0.0000000
