2025-02-20 13:34:07 - INFO - train data: 13259
2025-02-20 13:34:07 - INFO - train unqiue data: 13259
2025-02-20 13:34:07 - INFO - valid data: 1474
2025-02-20 13:34:07 - INFO - valid unqiue data: 1474
2025-02-20 13:39:45 - INFO - epoch-0, train_mse_loss-0.0006668, train_ssim_loss-0.3608278, val_mse_loss-0.0015078, val_ssim_loss-0.4794576
2025-02-20 13:44:53 - INFO - epoch-1, train_mse_loss-0.0003747, train_ssim_loss-0.3390735, val_mse_loss-0.0017350, val_ssim_loss-0.4044276
2025-02-20 13:50:00 - INFO - epoch-2, train_mse_loss-0.0003713, train_ssim_loss-0.3354986, val_mse_loss-0.0009755, val_ssim_loss-0.3932166
2025-02-20 13:50:05 - INFO - Saved new best model at epoch 2 with validation loss 0.3941921
2025-02-20 13:55:10 - INFO - epoch-3, train_mse_loss-0.0003687, train_ssim_loss-0.3333881, val_mse_loss-0.0013078, val_ssim_loss-0.3854660
2025-02-20 13:55:16 - INFO - Saved new best model at epoch 3 with validation loss 0.3867739
2025-02-20 14:00:21 - INFO - epoch-4, train_mse_loss-0.0003669, train_ssim_loss-0.3319489, val_mse_loss-0.0009932, val_ssim_loss-0.3720556
2025-02-20 14:00:26 - INFO - Saved new best model at epoch 4 with validation loss 0.3730488
2025-02-20 14:05:32 - INFO - epoch-5, train_mse_loss-0.0003663, train_ssim_loss-0.3313418, val_mse_loss-0.0006967, val_ssim_loss-0.3646406
2025-02-20 14:05:38 - INFO - Saved new best model at epoch 5 with validation loss 0.3653373
2025-02-20 14:10:43 - INFO - epoch-6, train_mse_loss-0.0003652, train_ssim_loss-0.3304003, val_mse_loss-0.0010999, val_ssim_loss-0.4797456
2025-02-20 14:15:49 - INFO - epoch-7, train_mse_loss-0.0003645, train_ssim_loss-0.3296587, val_mse_loss-0.0007707, val_ssim_loss-0.4000193
2025-02-20 14:20:56 - INFO - epoch-8, train_mse_loss-0.0003642, train_ssim_loss-0.3293354, val_mse_loss-0.0008033, val_ssim_loss-0.4083024
2025-02-20 14:26:02 - INFO - epoch-9, train_mse_loss-0.0003636, train_ssim_loss-0.3286629, val_mse_loss-0.0011399, val_ssim_loss-0.4948103
2025-02-20 14:31:09 - INFO - epoch-10, train_mse_loss-0.0003633, train_ssim_loss-0.3283954, val_mse_loss-0.0008142, val_ssim_loss-0.4150766
2025-02-20 14:36:15 - INFO - epoch-11, train_mse_loss-0.0003631, train_ssim_loss-0.3280946, val_mse_loss-0.0009168, val_ssim_loss-0.4636295
2025-02-20 14:41:25 - INFO - epoch-12, train_mse_loss-0.0003630, train_ssim_loss-0.3278838, val_mse_loss-0.0007513, val_ssim_loss-0.3898105
2025-02-20 14:46:35 - INFO - epoch-13, train_mse_loss-0.0003624, train_ssim_loss-0.3274145, val_mse_loss-0.0008134, val_ssim_loss-0.4308538
2025-02-20 14:51:44 - INFO - epoch-14, train_mse_loss-0.0003623, train_ssim_loss-0.3270747, val_mse_loss-0.0007269, val_ssim_loss-0.3926537
