2025-03-19 14:28:15 - INFO - train data: 13259
2025-03-19 14:28:15 - INFO - train unqiue data: 13259
2025-03-19 14:28:15 - INFO - valid data: 1474
2025-03-19 14:28:15 - INFO - valid unqiue data: 1474
2025-03-19 14:33:09 - INFO - epoch-0, train_mse_loss-0.0003785, train_kl_loss-0.0018153, val_mse_loss-0.0006908, val_kl_loss-0.0000654
2025-03-19 14:37:28 - INFO - epoch-1, train_mse_loss-0.0003339, train_kl_loss-0.0000283, val_mse_loss-0.0003432, val_kl_loss-0.0000131
2025-03-19 14:41:48 - INFO - epoch-2, train_mse_loss-0.0003395, train_kl_loss-0.0000059, val_mse_loss-0.0003948, val_kl_loss-0.0000029
2025-03-19 14:41:56 - INFO - Saved new best model at epoch 2 with validation loss 0.0003977
2025-03-19 14:46:16 - INFO - epoch-3, train_mse_loss-0.0003322, train_kl_loss-0.0000013, val_mse_loss-0.0003529, val_kl_loss-0.0000006
2025-03-19 14:46:24 - INFO - Saved new best model at epoch 3 with validation loss 0.0003535
2025-03-19 14:50:43 - INFO - epoch-4, train_mse_loss-0.0003316, train_kl_loss-0.0000002, val_mse_loss-0.0003308, val_kl_loss-0.0000001
2025-03-19 14:50:50 - INFO - Saved new best model at epoch 4 with validation loss 0.0003308
2025-03-19 14:55:08 - INFO - epoch-5, train_mse_loss-0.0003321, train_kl_loss-0.0000000, val_mse_loss-0.0003588, val_kl_loss-0.0000000
2025-03-19 14:59:25 - INFO - epoch-6, train_mse_loss-0.0003309, train_kl_loss-0.0000000, val_mse_loss-0.0004749, val_kl_loss-0.0000000
2025-03-19 15:03:42 - INFO - epoch-7, train_mse_loss-0.0003304, train_kl_loss--0.0000000, val_mse_loss-0.0005055, val_kl_loss--0.0000000
2025-03-19 15:08:00 - INFO - epoch-8, train_mse_loss-0.0003302, train_kl_loss--0.0000000, val_mse_loss-0.0003291, val_kl_loss--0.0000000
2025-03-19 15:08:08 - INFO - Saved new best model at epoch 8 with validation loss 0.0003291
<<<<<<< HEAD
2025-03-19 15:12:26 - INFO - epoch-9, train_mse_loss-0.0003301, train_kl_loss--0.0000000, val_mse_loss-0.0003296, val_kl_loss-0.0000000
2025-03-19 15:16:43 - INFO - epoch-10, train_mse_loss-0.0003289, train_kl_loss-0.0000000, val_mse_loss-0.0004089, val_kl_loss-0.0000000
2025-03-19 15:21:01 - INFO - epoch-11, train_mse_loss-0.0003280, train_kl_loss-0.0000000, val_mse_loss-0.0004667, val_kl_loss-0.0000000
2025-03-19 15:25:18 - INFO - epoch-12, train_mse_loss-0.0003272, train_kl_loss-0.0000000, val_mse_loss-0.0004595, val_kl_loss-0.0000000
2025-03-19 15:29:36 - INFO - epoch-13, train_mse_loss-0.0003268, train_kl_loss-0.0000000, val_mse_loss-0.0005559, val_kl_loss-0.0000000
2025-03-19 15:33:53 - INFO - epoch-14, train_mse_loss-0.0003262, train_kl_loss-0.0000000, val_mse_loss-0.0005725, val_kl_loss-0.0000000
2025-03-19 15:38:11 - INFO - epoch-15, train_mse_loss-0.0003260, train_kl_loss-0.0000000, val_mse_loss-0.0005734, val_kl_loss-0.0000000
2025-03-19 15:42:28 - INFO - epoch-16, train_mse_loss-0.0003257, train_kl_loss-0.0000000, val_mse_loss-0.0005753, val_kl_loss-0.0000000
2025-03-19 15:46:46 - INFO - epoch-17, train_mse_loss-0.0003253, train_kl_loss-0.0000000, val_mse_loss-0.0005717, val_kl_loss-0.0000000
2025-03-19 15:51:03 - INFO - epoch-18, train_mse_loss-0.0003249, train_kl_loss-0.0000000, val_mse_loss-0.0005663, val_kl_loss-0.0000000
2025-03-19 15:55:20 - INFO - epoch-19, train_mse_loss-0.0003246, train_kl_loss-0.0000000, val_mse_loss-0.0005562, val_kl_loss-0.0000000
2025-03-19 15:59:37 - INFO - epoch-20, train_mse_loss-0.0003243, train_kl_loss-0.0000000, val_mse_loss-0.0005359, val_kl_loss-0.0000000
2025-03-19 16:03:55 - INFO - epoch-21, train_mse_loss-0.0003241, train_kl_loss-0.0000000, val_mse_loss-0.0005041, val_kl_loss-0.0000000
2025-03-19 16:08:15 - INFO - epoch-22, train_mse_loss-0.0003239, train_kl_loss-0.0000000, val_mse_loss-0.0004560, val_kl_loss-0.0000000
2025-03-19 16:12:33 - INFO - epoch-23, train_mse_loss-0.0003238, train_kl_loss-0.0000000, val_mse_loss-0.0004204, val_kl_loss-0.0000000
2025-03-19 16:16:50 - INFO - epoch-24, train_mse_loss-0.0003236, train_kl_loss-0.0000000, val_mse_loss-0.0004036, val_kl_loss-0.0000000
2025-03-19 16:21:08 - INFO - epoch-25, train_mse_loss-0.0003235, train_kl_loss-0.0000000, val_mse_loss-0.0003902, val_kl_loss-0.0000000
2025-03-19 16:25:27 - INFO - epoch-26, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0003707, val_kl_loss-0.0000000
2025-03-19 16:29:45 - INFO - epoch-27, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0003479, val_kl_loss-0.0000000
2025-03-19 16:34:03 - INFO - epoch-28, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0003467, val_kl_loss-0.0000000
2025-03-19 16:38:20 - INFO - epoch-29, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0003490, val_kl_loss-0.0000000
2025-03-19 16:42:39 - INFO - epoch-30, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0003314, val_kl_loss-0.0000000
2025-03-19 16:46:58 - INFO - epoch-31, train_mse_loss-0.0003234, train_kl_loss-0.0000000, val_mse_loss-0.0003252, val_kl_loss-0.0000000
2025-03-19 16:47:05 - INFO - Saved new best model at epoch 31 with validation loss 0.0003252
2025-03-19 16:51:24 - INFO - epoch-32, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0003271, val_kl_loss-0.0000000
2025-03-19 16:55:42 - INFO - epoch-33, train_mse_loss-0.0003233, train_kl_loss-0.0000000, val_mse_loss-0.0003270, val_kl_loss-0.0000000
2025-03-19 17:00:00 - INFO - epoch-34, train_mse_loss-0.0003232, train_kl_loss-0.0000000, val_mse_loss-0.0003292, val_kl_loss-0.0000000
2025-03-19 17:04:19 - INFO - epoch-35, train_mse_loss-0.0003232, train_kl_loss-0.0000000, val_mse_loss-0.0003314, val_kl_loss-0.0000000
2025-03-19 17:08:38 - INFO - epoch-36, train_mse_loss-0.0003232, train_kl_loss-0.0000000, val_mse_loss-0.0003333, val_kl_loss-0.0000000
2025-03-19 17:12:57 - INFO - epoch-37, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003366, val_kl_loss-0.0000000
2025-03-19 17:17:15 - INFO - epoch-38, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003386, val_kl_loss-0.0000000
2025-03-19 17:21:34 - INFO - epoch-39, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003388, val_kl_loss-0.0000000
2025-03-19 17:25:52 - INFO - epoch-40, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003406, val_kl_loss-0.0000000
2025-03-19 17:30:11 - INFO - epoch-41, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003425, val_kl_loss-0.0000000
2025-03-19 17:34:30 - INFO - epoch-42, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003431, val_kl_loss-0.0000000
2025-03-19 17:38:48 - INFO - epoch-43, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003459, val_kl_loss-0.0000000
2025-03-19 17:43:07 - INFO - epoch-44, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003457, val_kl_loss-0.0000000
2025-03-19 17:47:26 - INFO - epoch-45, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003480, val_kl_loss-0.0000000
2025-03-19 17:51:44 - INFO - epoch-46, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003461, val_kl_loss-0.0000000
2025-03-19 17:56:02 - INFO - epoch-47, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003481, val_kl_loss-0.0000000
2025-03-19 18:00:21 - INFO - epoch-48, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003473, val_kl_loss-0.0000000
2025-03-19 18:04:40 - INFO - epoch-49, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003494, val_kl_loss-0.0000000
2025-03-19 18:09:00 - INFO - epoch-50, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003501, val_kl_loss-0.0000000
2025-03-19 18:13:18 - INFO - epoch-51, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003496, val_kl_loss-0.0000000
2025-03-19 18:17:36 - INFO - epoch-52, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003508, val_kl_loss-0.0000000
2025-03-19 18:21:54 - INFO - epoch-53, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003503, val_kl_loss-0.0000000
2025-03-19 18:26:12 - INFO - epoch-54, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003506, val_kl_loss-0.0000000
2025-03-19 18:30:31 - INFO - epoch-55, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003517, val_kl_loss-0.0000000
2025-03-19 18:34:48 - INFO - epoch-56, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003510, val_kl_loss-0.0000000
2025-03-19 18:39:05 - INFO - epoch-57, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003523, val_kl_loss-0.0000000
2025-03-19 18:43:22 - INFO - epoch-58, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003527, val_kl_loss-0.0000000
2025-03-19 18:47:40 - INFO - epoch-59, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003521, val_kl_loss-0.0000000
2025-03-19 18:51:58 - INFO - epoch-60, train_mse_loss-0.0003231, train_kl_loss-0.0000000, val_mse_loss-0.0003527, val_kl_loss-0.0000000
